Major,Requirement,Course Code,Course Title,Credits
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,MICROBIO 526,Physiology of Microorganisms,3
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,MICROBIO 527,Advanced Laboratory Techniques in Microbiology (FALL ONLY),2
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,MICROBIO 551,Capstone Research Project in Microbiology (SPRING ONLY),2
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,SCI 324,Food Microbiology Laboratory,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,SCI 325,Food Microbiology,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,MICROBIO 330,Host-Parasite Interactions,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,BOTANY 335,"The Microbiome of Plants, Animals, and Humans",
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,MICROBIO 345,Introduction to Disease Biology,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,SCI 425,Environmental Microbiology,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,SCI 523,Soil Microbiology and Biochemistry,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,ONCOLOGY 545,Topics in Biotechnology (topics vary by semester),
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,MICROBIO 607,Advanced Microbial Genetics,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,GENETICS 612,Prokaryotic Molecular Biology,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,MICROBIO 657,Bioinformatics for Microbiologists,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,BMOLCHEM 668,Microbiology at Atomic Resolution,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,BIOCHEM 570,Computational Modeling of Biological Systems,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,I 575,Biology of Viruses,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,BIOCHEM 601,Protein and Enzyme Structure and Function,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,BOTANY 330,Algae,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,PATH 332,Fungi,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,PATH 505,Plant-Microbe Interactions: Molecular and Ecological Aspects,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,CHEM 565,Biophysical Chemistry,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,I 576,Introduction to Bioinformatics,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,SCI 548,Diseases of Wildlife,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,SCI 550,Fermented Foods and Beverages,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,I 301,Pathogenic Bacteriology,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,I 341,Immunology,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,ZOOLOGY 350,Parasitology,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,I 554,Emerging Infectious Diseases and Bioterrorism,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,HLTH 603,Clinical and Public Health Microbiology,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,PATH 640,General Virology-Multiplication of Viruses,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,I 528,Immunology,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,PATH 622,Plant-Bacterial Interactions,
"Microbiology, B.A. (L&S)",Non–L&S students pursuing an L&S major,I 655,Biology and Genetics of Fungi,
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,MATH 221,Calculus and Analytic Geometry 1,5
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,MATH 217,Calculus with Algebra and Trigonometry II,5
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,MATH 222,Calculus and Analytic Geometry 2,4
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,MATH 213,Calculus and Introduction to Differential Equations,3
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,MATH 276,Topics in Calculus II,5
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,STAT 240,Data Science Modeling I,4
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,STAT 301,Introduction to Statistical Methods,3
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,STAT 371,Introductory Applied Statistics for the Life Sciences,3
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,CHEM 103,General Chemistry Iand  General Chemistry II,9
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,CHEM 109,Advanced General Chemistry,5
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,CHEM 115,Chemical Principles Iand  Chemical Principles II (by consent of instructor only),10
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,CHEM 343,Organic Chemistry I,3
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,CHEM 344,Introductory Organic Chemistry Laboratory,2
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,CHEM 345,Organic Chemistry II,3
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 207,General Physics,5
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 201,General Physics,5
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 247,A Modern Introduction to Physics,5
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 208,General Physics,5
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 202,General Physics,5
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 248,A Modern Introduction to Physics,5
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 103,General Physics,4
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 104,General Physics,4
"Molecular and Cell Biology, B.A.",Non–L&S students pursuing an L&S major,MATH 234,Calculus--Functions of Several Variables,4
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",MATH 221,Calculus and Analytic Geometry 1,5
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",MATH 217,Calculus with Algebra and Trigonometry II,5
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",MATH 222,Calculus and Analytic Geometry 2,4
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",MATH 213,Calculus and Introduction to Differential Equations,3
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",MATH 276,Topics in Calculus II,5
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",STAT 240,Data Science Modeling I,4
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",STAT 301,Introduction to Statistical Methods,3
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",STAT 371,Introductory Applied Statistics for the Life Sciences,3
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",CHEM 103,General Chemistry Iand  General Chemistry II,9
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",CHEM 109,Advanced General Chemistry,5
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",CHEM 115,Chemical Principles Iand  Chemical Principles II (by consent of instructor only),10
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",CHEM 343,Organic Chemistry I,3
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",CHEM 344,Introductory Organic Chemistry Laboratory,2
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",CHEM 345,Organic Chemistry II,3
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",PHYSICS 207,General Physics,5
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",PHYSICS 201,General Physics,5
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",PHYSICS 247,A Modern Introduction to Physics,5
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",PHYSICS 208,General Physics,5
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",PHYSICS 202,General Physics,5
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",PHYSICS 248,A Modern Introduction to Physics,5
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",PHYSICS 103,General Physics,4
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",PHYSICS 104,General Physics,4
"Molecular and Cell Biology, B.A.","Mathematics, chemistry & physics",MATH 234,Calculus--Functions of Several Variables,4
"Molecular and Cell Biology, B.A.",INTRODUCTORY Biology,BOTANY 151,Introductory Biology,5
"Molecular and Cell Biology, B.A.",INTRODUCTORY Biology,BOTANY 152,Introductory Biology,5
"Molecular and Cell Biology, B.A.",INTRODUCTORY Biology,BIOCORE 381,"Evolution, Ecology, and Genetics",3
"Molecular and Cell Biology, B.A.",INTRODUCTORY Biology,BIOCORE 382,"Evolution, Ecology, and Genetics Laboratory",2
"Molecular and Cell Biology, B.A.",INTRODUCTORY Biology,BIOCORE 383,Cellular Biology,3
"Molecular and Cell Biology, B.A.",INTRODUCTORY Biology,BIOCORE 384,Cellular Biology Laboratory,2
"Molecular and Cell Biology, B.A.",INTRODUCTORY Biology,BIOCORE 485,Principles of Physiology,3
"Molecular and Cell Biology, B.A.",INTRODUCTORY Biology,BIOLOGY 101,Animal Biology,3
"Molecular and Cell Biology, B.A.",INTRODUCTORY Biology,BIOLOGY 102,Animal Biology Laboratory,2
"Molecular and Cell Biology, B.A.",INTRODUCTORY Biology,BIOLOGY 130,General Botany,5
"Molecular and Cell Biology, B.A.",BREADTH COURSEWORK,BIOCHEM 501,Introduction to Biochemistry,3
"Molecular and Cell Biology, B.A.",BREADTH COURSEWORK,BIOCHEM 507,General Biochemistry Iand  General Biochemistry II,6
"Molecular and Cell Biology, B.A.",BREADTH COURSEWORK,ZOOLOGY 570,Cell Biology,3
"Molecular and Cell Biology, B.A.",BREADTH COURSEWORK,BIOCORE 381,"Evolution, Ecology, and Geneticsand  Cellular Biologyand  Biological Interactions",9
"Molecular and Cell Biology, B.A.",BREADTH COURSEWORK,GENETICS 466,Principles of Genetics,3
"Molecular and Cell Biology, B.A.",BREADTH COURSEWORK,GENETICS 467,General Genetics 1and  General Genetics 2,6
"Molecular and Cell Biology, B.A.",BREADTH COURSEWORK,MICROBIO 470,Microbial Genetics & Molecular Machines,3
"Molecular and Cell Biology, B.A.",Depth Coursework,CHEM 575,Advanced Topics in Chemistry,1-4
"Molecular and Cell Biology, B.A.",Depth Coursework,BIOCHEM 550,Principles of Human Disease and Biotechnology,2
"Molecular and Cell Biology, B.A.",Depth Coursework,BIOCHEM 601,Protein and Enzyme Structure and Function,2
"Molecular and Cell Biology, B.A.",Depth Coursework,MICROBIO 612,Prokaryotic Molecular Biology,3
"Molecular and Cell Biology, B.A.",Depth Coursework,GENET 620,Eukaryotic Molecular Biology,3
"Molecular and Cell Biology, B.A.",Depth Coursework,BOTANY 621,Plant Biochemistry,3
"Molecular and Cell Biology, B.A.",Depth Coursework,BIOCHEM 625,Mechanisms of Action of Vitamins and Minerals,2
"Molecular and Cell Biology, B.A.",Depth Coursework,ZOOLOGY 470,Introduction to Animal Development,3
"Molecular and Cell Biology, B.A.",Depth Coursework,PSYCH 523,Neurobiology,3
"Molecular and Cell Biology, B.A.",Depth Coursework,ZOOLOGY 603,Endocrinology,3-4
"Molecular and Cell Biology, B.A.",Depth Coursework,ZOOLOGY 630,,3
"Molecular and Cell Biology, B.A.",Depth Coursework,GENETICS 627,Animal Developmental Genetics,3
"Molecular and Cell Biology, B.A.",Depth Coursework,ONCOLOGY 401,Introduction to Experimental Oncology,2
"Molecular and Cell Biology, B.A.",Depth Coursework,I 528,Immunology,3
"Molecular and Cell Biology, B.A.",Depth Coursework,BIOCORE 587,Biological Interactions,3
"Molecular and Cell Biology, B.A.",Depth Coursework,NEURODPT 610,Cellular and Molecular Neuroscience,4
"Molecular and Cell Biology, B.A.",Depth Coursework,SCI 361,Introduction to Animal and Veterinary Genetics,2
"Molecular and Cell Biology, B.A.",Depth Coursework,HORT 338,Plant Breeding and Biotechnology,3
"Molecular and Cell Biology, B.A.",Depth Coursework,GENETICS 520,Neurogenetics,3
"Molecular and Cell Biology, B.A.",Depth Coursework,HORT 550,Molecular Approaches for Potential Crop Improvement,3
"Molecular and Cell Biology, B.A.",Depth Coursework,GENET 565,Human Genetics,3
"Molecular and Cell Biology, B.A.",Depth Coursework,BOTANY 340,Plant Cell Culture and Genetic Engineering,3
"Molecular and Cell Biology, B.A.",Depth Coursework,MICROBIO 607,Advanced Microbial Genetics,3
"Molecular and Cell Biology, B.A.",Depth Coursework,MICROBIO 612,Prokaryotic Molecular Biology,3
"Molecular and Cell Biology, B.A.",Depth Coursework,GENET 620,Eukaryotic Molecular Biology,3
"Molecular and Cell Biology, B.A.",Depth Coursework,GENETICS 627,Animal Developmental Genetics,3
"Molecular and Cell Biology, B.A.",Depth Coursework,BIOCHEM 631,Plant Genetics and Development,3
"Molecular and Cell Biology, B.A.",Depth Coursework,GENET 662,Cancer Genetics,3
"Molecular and Cell Biology, B.A.",Depth Coursework,MICROBIO 303,Biology of Microorganisms,3
"Molecular and Cell Biology, B.A.",Depth Coursework,BOTANY 335,"The Microbiome of Plants, Animals, and Humans",3
"Molecular and Cell Biology, B.A.",Depth Coursework,SCI 425,Environmental Microbiology,3
"Molecular and Cell Biology, B.A.",Depth Coursework,SCI 523,Soil Microbiology and Biochemistry,3
"Molecular and Cell Biology, B.A.",Depth Coursework,MICROBIO 526,Physiology of Microorganisms,3
"Molecular and Cell Biology, B.A.",Depth Coursework,PATH 622,Plant-Bacterial Interactions,2-3
"Molecular and Cell Biology, B.A.",Depth Coursework,PATH 505,Plant-Microbe Interactions: Molecular and Ecological Aspects,3
"Molecular and Cell Biology, B.A.",Depth Coursework,I 575,Biology of Viruses,2
"Molecular and Cell Biology, B.A.",Depth Coursework,PATH 640,General Virology-Multiplication of Viruses,3
"Molecular and Cell Biology, B.A.",Depth Coursework,SCI 240,Introduction to Discrete Mathematics,3
"Molecular and Cell Biology, B.A.",Depth Coursework,MATH 340,Elementary Matrix and Linear Algebra,3
"Molecular and Cell Biology, B.A.",Depth Coursework,STAT 303,R for Statistics I,1
"Molecular and Cell Biology, B.A.",Depth Coursework,STAT 304,R for Statistics II,1
"Molecular and Cell Biology, B.A.",Depth Coursework,STAT 305,R for Statistics III,1
"Molecular and Cell Biology, B.A.",Depth Coursework,STAT 327,Learning a Statistical Language,1
"Molecular and Cell Biology, B.A.",Depth Coursework,STAT 333,Applied Regression Analysis,3
"Molecular and Cell Biology, B.A.",Depth Coursework,STAT 421,Applied Categorical Data Analysis,3
"Molecular and Cell Biology, B.A.",Depth Coursework,E 556,Systems Biology: Mammalian Signaling Networks,3
"Molecular and Cell Biology, B.A.",Depth Coursework,SCI 300,Programming II,3
"Molecular and Cell Biology, B.A.",Depth Coursework,SCI 368,Learning a Programming Language,1
"Molecular and Cell Biology, B.A.",Depth Coursework,SCI 540,Introduction to Artificial Intelligence,3
"Molecular and Cell Biology, B.A.",Depth Coursework,I 567,Medical Image Analysis,3
"Molecular and Cell Biology, B.A.",Depth Coursework,I 576,Introduction to Bioinformatics,3
"Molecular and Cell Biology, B.A.",Depth Coursework,MICROBIO 657,Bioinformatics for Microbiologists,3
"Molecular and Cell Biology, B.A.",Laboratory COURSE,CHEM 327,Fundamentals of Analytical Science,4
"Molecular and Cell Biology, B.A.",Laboratory COURSE,CHEM 329,Fundamentals of Analytical Science,4
"Molecular and Cell Biology, B.A.",Laboratory COURSE,SCI 220,Data Science Programming I,4
"Molecular and Cell Biology, B.A.",Laboratory COURSE,MICROBIO 304,Biology of Microorganisms Laboratory,2
"Molecular and Cell Biology, B.A.",Laboratory COURSE,MICROBIO 657,Bioinformatics for Microbiologists,3
"Molecular and Cell Biology, B.A.",Laboratory COURSE,BIOL 681,Senior Honors Thesis,3
"Molecular and Cell Biology, B.A.",Laboratory COURSE,BIOL 691,Senior Thesis,3
"Molecular and Cell Biology, B.A.",Laboratory COURSE,BIOL 699,Directed Studies in Molecular Biology,1-4
"Molecular and Cell Biology, B.A.",Laboratory COURSE,ZOOLOGY 555,Laboratory in Developmental Biology,3
"Molecular and Cell Biology, B.A.",DIRECTED/INDEPENDENT STUDY,BIOL 699,Directed Studies in Molecular Biology,1-4
"Molecular and Cell Biology, B.A.",DIRECTED/INDEPENDENT STUDY,BIOL 682,Senior Honors Thesis,3
"Molecular and Cell Biology, B.A.",DIRECTED/INDEPENDENT STUDY,BIOL 692,Senior Thesis,3
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,MATH 221,Calculus and Analytic Geometry 1,5
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,MATH 217,Calculus with Algebra and Trigonometry II,5
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,MATH 222,Calculus and Analytic Geometry 2,4
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,MATH 213,Calculus and Introduction to Differential Equations,3
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,MATH 276,Topics in Calculus II,5
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,STAT 240,Data Science Modeling I,4
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,STAT 301,Introduction to Statistical Methods,3
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,STAT 371,Introductory Applied Statistics for the Life Sciences,3
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,CHEM 103,General Chemistry Iand  General Chemistry II,9
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,CHEM 109,Advanced General Chemistry,5
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,CHEM 115,Chemical Principles Iand  Chemical Principles II (by consent of instructor only),10
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,CHEM 343,Organic Chemistry I,3
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,CHEM 344,Introductory Organic Chemistry Laboratory,2
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,CHEM 345,Organic Chemistry II,3
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 207,General Physics,5
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 201,General Physics,5
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 247,A Modern Introduction to Physics,5
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 208,General Physics,5
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 202,General Physics,5
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 248,A Modern Introduction to Physics,5
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 103,General Physics,4
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 104,General Physics,4
"Molecular and Cell Biology, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,MATH 234,Calculus--Functions of Several Variables,4
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",MATH 221,Calculus and Analytic Geometry 1,5
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",MATH 217,Calculus with Algebra and Trigonometry II,5
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",MATH 222,Calculus and Analytic Geometry 2,4
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",MATH 213,Calculus and Introduction to Differential Equations,3
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",MATH 276,Topics in Calculus II,5
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",STAT 240,Data Science Modeling I,4
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",STAT 301,Introduction to Statistical Methods,3
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",STAT 371,Introductory Applied Statistics for the Life Sciences,3
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",CHEM 103,General Chemistry Iand  General Chemistry II,9
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",CHEM 109,Advanced General Chemistry,5
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",CHEM 115,Chemical Principles Iand  Chemical Principles II (by consent of instructor only),10
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",CHEM 343,Organic Chemistry I,3
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",CHEM 344,Introductory Organic Chemistry Laboratory,2
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",CHEM 345,Organic Chemistry II,3
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",PHYSICS 207,General Physics,5
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",PHYSICS 201,General Physics,5
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",PHYSICS 247,A Modern Introduction to Physics,5
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",PHYSICS 208,General Physics,5
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",PHYSICS 202,General Physics,5
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",PHYSICS 248,A Modern Introduction to Physics,5
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",PHYSICS 103,General Physics,4
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",PHYSICS 104,General Physics,4
"Molecular and Cell Biology, B.S.","Mathematics, chemistry & physics",MATH 234,Calculus--Functions of Several Variables,4
"Molecular and Cell Biology, B.S.",INTRODUCTORY Biology,BOTANY 151,Introductory Biology,5
"Molecular and Cell Biology, B.S.",INTRODUCTORY Biology,BOTANY 152,Introductory Biology,5
"Molecular and Cell Biology, B.S.",INTRODUCTORY Biology,BIOCORE 381,"Evolution, Ecology, and Genetics",3
"Molecular and Cell Biology, B.S.",INTRODUCTORY Biology,BIOCORE 382,"Evolution, Ecology, and Genetics Laboratory",2
"Molecular and Cell Biology, B.S.",INTRODUCTORY Biology,BIOCORE 383,Cellular Biology,3
"Molecular and Cell Biology, B.S.",INTRODUCTORY Biology,BIOCORE 384,Cellular Biology Laboratory,2
"Molecular and Cell Biology, B.S.",INTRODUCTORY Biology,BIOCORE 485,Principles of Physiology,3
"Molecular and Cell Biology, B.S.",INTRODUCTORY Biology,BIOLOGY 101,Animal Biology,3
"Molecular and Cell Biology, B.S.",INTRODUCTORY Biology,BIOLOGY 102,Animal Biology Laboratory,2
"Molecular and Cell Biology, B.S.",INTRODUCTORY Biology,BIOLOGY 130,General Botany,5
"Molecular and Cell Biology, B.S.",BREADTH COURSEWORK,BIOCHEM 501,Introduction to Biochemistry,3
"Molecular and Cell Biology, B.S.",BREADTH COURSEWORK,BIOCHEM 507,General Biochemistry Iand  General Biochemistry II,6
"Molecular and Cell Biology, B.S.",BREADTH COURSEWORK,ZOOLOGY 570,Cell Biology,3
"Molecular and Cell Biology, B.S.",BREADTH COURSEWORK,BIOCORE 381,"Evolution, Ecology, and Geneticsand  Cellular Biologyand  Biological Interactions",9
"Molecular and Cell Biology, B.S.",BREADTH COURSEWORK,GENETICS 466,Principles of Genetics,3
"Molecular and Cell Biology, B.S.",BREADTH COURSEWORK,GENETICS 467,General Genetics 1and  General Genetics 2,6
"Molecular and Cell Biology, B.S.",BREADTH COURSEWORK,MICROBIO 470,Microbial Genetics & Molecular Machines,3
"Molecular and Cell Biology, B.S.",Depth Coursework,CHEM 575,Advanced Topics in Chemistry,1-4
"Molecular and Cell Biology, B.S.",Depth Coursework,BIOCHEM 550,Principles of Human Disease and Biotechnology,2
"Molecular and Cell Biology, B.S.",Depth Coursework,BIOCHEM 601,Protein and Enzyme Structure and Function,2
"Molecular and Cell Biology, B.S.",Depth Coursework,MICROBIO 612,Prokaryotic Molecular Biology,3
"Molecular and Cell Biology, B.S.",Depth Coursework,GENET 620,Eukaryotic Molecular Biology,3
"Molecular and Cell Biology, B.S.",Depth Coursework,BOTANY 621,Plant Biochemistry,3
"Molecular and Cell Biology, B.S.",Depth Coursework,BIOCHEM 625,Mechanisms of Action of Vitamins and Minerals,2
"Molecular and Cell Biology, B.S.",Depth Coursework,ZOOLOGY 470,Introduction to Animal Development,3
"Molecular and Cell Biology, B.S.",Depth Coursework,PSYCH 523,Neurobiology,3
"Molecular and Cell Biology, B.S.",Depth Coursework,ZOOLOGY 603,Endocrinology,3-4
"Molecular and Cell Biology, B.S.",Depth Coursework,ZOOLOGY 630,,3
"Molecular and Cell Biology, B.S.",Depth Coursework,GENETICS 627,Animal Developmental Genetics,3
"Molecular and Cell Biology, B.S.",Depth Coursework,ONCOLOGY 401,Introduction to Experimental Oncology,2
"Molecular and Cell Biology, B.S.",Depth Coursework,I 528,Immunology,3
"Molecular and Cell Biology, B.S.",Depth Coursework,BIOCORE 587,Biological Interactions,3
"Molecular and Cell Biology, B.S.",Depth Coursework,NEURODPT 610,Cellular and Molecular Neuroscience,4
"Molecular and Cell Biology, B.S.",Depth Coursework,SCI 361,Introduction to Animal and Veterinary Genetics,2
"Molecular and Cell Biology, B.S.",Depth Coursework,HORT 338,Plant Breeding and Biotechnology,3
"Molecular and Cell Biology, B.S.",Depth Coursework,GENETICS 520,Neurogenetics,3
"Molecular and Cell Biology, B.S.",Depth Coursework,HORT 550,Molecular Approaches for Potential Crop Improvement,3
"Molecular and Cell Biology, B.S.",Depth Coursework,GENET 565,Human Genetics,3
"Molecular and Cell Biology, B.S.",Depth Coursework,BOTANY 340,Plant Cell Culture and Genetic Engineering,3
"Molecular and Cell Biology, B.S.",Depth Coursework,MICROBIO 607,Advanced Microbial Genetics,3
"Molecular and Cell Biology, B.S.",Depth Coursework,MICROBIO 612,Prokaryotic Molecular Biology,3
"Molecular and Cell Biology, B.S.",Depth Coursework,GENET 620,Eukaryotic Molecular Biology,3
"Molecular and Cell Biology, B.S.",Depth Coursework,GENETICS 627,Animal Developmental Genetics,3
"Molecular and Cell Biology, B.S.",Depth Coursework,BIOCHEM 631,Plant Genetics and Development,3
"Molecular and Cell Biology, B.S.",Depth Coursework,GENET 662,Cancer Genetics,3
"Molecular and Cell Biology, B.S.",Depth Coursework,MICROBIO 303,Biology of Microorganisms,3
"Molecular and Cell Biology, B.S.",Depth Coursework,BOTANY 335,"The Microbiome of Plants, Animals, and Humans",3
"Molecular and Cell Biology, B.S.",Depth Coursework,SCI 425,Environmental Microbiology,3
"Molecular and Cell Biology, B.S.",Depth Coursework,SCI 523,Soil Microbiology and Biochemistry,3
"Molecular and Cell Biology, B.S.",Depth Coursework,MICROBIO 526,Physiology of Microorganisms,3
"Molecular and Cell Biology, B.S.",Depth Coursework,PATH 622,Plant-Bacterial Interactions,2-3
"Molecular and Cell Biology, B.S.",Depth Coursework,PATH 505,Plant-Microbe Interactions: Molecular and Ecological Aspects,3
"Molecular and Cell Biology, B.S.",Depth Coursework,I 575,Biology of Viruses,2
